path,breed,coarse,image_id
data/oxford_pets/sphynx/Sphynx_192.jpg,sphynx,cat,Sphynx_192
data/oxford_pets/great_pyrenees/great_pyrenees_157.jpg,great_pyrenees,dog,great_pyrenees_157
data/oxford_pets/boxer/boxer_135.jpg,boxer,dog,boxer_135
data/oxford_pets/saint_bernard/saint_bernard_150.jpg,saint_bernard,dog,saint_bernard_150
data/oxford_pets/chihuahua/chihuahua_110.jpg,chihuahua,dog,chihuahua_110
data/oxford_pets/scottish_terrier/scottish_terrier_142.jpg,scottish_terrier,dog,scottish_terrier_142
data/oxford_pets/bengal/Bengal_182.jpg,bengal,cat,Bengal_182
data/oxford_pets/egyptian_mau/Egyptian_Mau_174.jpg,egyptian_mau,cat,Egyptian_Mau_174
data/oxford_pets/great_pyrenees/great_pyrenees_132.jpg,great_pyrenees,dog,great_pyrenees_132
data/oxford_pets/samoyed/samoyed_127.jpg,samoyed,dog,samoyed_127
data/oxford_pets/american_pit_bull_terrier/american_pit_bull_terrier_176.jpg,american_pit_bull_terrier,dog,american_pit_bull_terrier_176
data/oxford_pets/sphynx/Sphynx_204.jpg,sphynx,cat,Sphynx_204
data/oxford_pets/samoyed/samoyed_116.jpg,samoyed,dog,samoyed_116
data/oxford_pets/leonberger/leonberger_158.jpg,leonberger,dog,leonberger_158
data/oxford_pets/german_shorthaired/german_shorthaired_156.jpg,german_shorthaired,dog,german_shorthaired_156
data/oxford_pets/british_shorthair/British_Shorthair_176.jpg,british_shorthair,cat,British_Shorthair_176
data/oxford_pets/japanese_chin/japanese_chin_177.jpg,japanese_chin,dog,japanese_chin_177
data/oxford_pets/miniature_pinscher/miniature_pinscher_159.jpg,miniature_pinscher,dog,miniature_pinscher_159
data/oxford_pets/bengal/Bengal_179.jpg,bengal,cat,Bengal_179
data/oxford_pets/saint_bernard/saint_bernard_157.jpg,saint_bernard,dog,saint_bernard_157
data/oxford_pets/newfoundland/newfoundland_190.jpg,newfoundland,dog,newfoundland_190
data/oxford_pets/beagle/beagle_143.jpg,beagle,dog,beagle_143
data/oxford_pets/american_pit_bull_terrier/american_pit_bull_terrier_133.jpg,american_pit_bull_terrier,dog,american_pit_bull_terrier_133
data/oxford_pets/siamese/Siamese_171.jpg,siamese,cat,Siamese_171
data/oxford_pets/russian_blue/Russian_Blue_192.jpg,russian_blue,cat,Russian_Blue_192
data/oxford_pets/abyssinian/Abyssinian_179.jpg,abyssinian,cat,Abyssinian_179
data/oxford_pets/british_shorthair/British_Shorthair_188.jpg,british_shorthair,cat,British_Shorthair_188
data/oxford_pets/great_pyrenees/great_pyrenees_174.jpg,great_pyrenees,dog,great_pyrenees_174
data/oxford_pets/leonberger/leonberger_190.jpg,leonberger,dog,leonberger_190
data/oxford_pets/scottish_terrier/scottish_terrier_143.jpg,scottish_terrier,dog,scottish_terrier_143
data/oxford_pets/english_cocker_spaniel/english_cocker_spaniel_167.jpg,english_cocker_spaniel,dog,english_cocker_spaniel_167
data/oxford_pets/egyptian_mau/Egyptian_Mau_132.jpg,egyptian_mau,cat,Egyptian_Mau_132
data/oxford_pets/yorkshire_terrier/yorkshire_terrier_117.jpg,yorkshire_terrier,dog,yorkshire_terrier_117
data/oxford_pets/yorkshire_terrier/yorkshire_terrier_153.jpg,yorkshire_terrier,dog,yorkshire_terrier_153
data/oxford_pets/american_pit_bull_terrier/american_pit_bull_terrier_14.jpg,american_pit_bull_terrier,dog,american_pit_bull_terrier_14
data/oxford_pets/beagle/beagle_157.jpg,beagle,dog,beagle_157
data/oxford_pets/saint_bernard/saint_bernard_179.jpg,saint_bernard,dog,saint_bernard_179
data/oxford_pets/havanese/havanese_148.jpg,havanese,dog,havanese_148
data/oxford_pets/german_shorthaired/german_shorthaired_157.jpg,german_shorthaired,dog,german_shorthaired_157
data/oxford_pets/saint_bernard/saint_bernard_165.jpg,saint_bernard,dog,saint_bernard_165
data/oxford_pets/miniature_pinscher/miniature_pinscher_141.jpg,miniature_pinscher,dog,miniature_pinscher_141
data/oxford_pets/shiba_inu/shiba_inu_185.jpg,shiba_inu,dog,shiba_inu_185
data/oxford_pets/sphynx/Sphynx_157.jpg,sphynx,cat,Sphynx_157
data/oxford_pets/samoyed/samoyed_170.jpg,samoyed,dog,samoyed_170
data/oxford_pets/scottish_terrier/scottish_terrier_156.jpg,scottish_terrier,dog,scottish_terrier_156
data/oxford_pets/egyptian_mau/Egyptian_Mau_182.jpg,egyptian_mau,cat,Egyptian_Mau_182
data/oxford_pets/havanese/havanese_103.jpg,havanese,dog,havanese_103
data/oxford_pets/russian_blue/Russian_Blue_174.jpg,russian_blue,cat,Russian_Blue_174
data/oxford_pets/leonberger/leonberger_116.jpg,leonberger,dog,leonberger_116
data/oxford_pets/yorkshire_terrier/yorkshire_terrier_181.jpg,yorkshire_terrier,dog,yorkshire_terrier_181
data/oxford_pets/english_setter/english_setter_100.jpg,english_setter,dog,english_setter_100
data/oxford_pets/miniature_pinscher/miniature_pinscher_151.jpg,miniature_pinscher,dog,miniature_pinscher_151
data/oxford_pets/saint_bernard/saint_bernard_159.jpg,saint_bernard,dog,saint_bernard_159
data/oxford_pets/boxer/boxer_139.jpg,boxer,dog,boxer_139
data/oxford_pets/boxer/boxer_128.jpg,boxer,dog,boxer_128
data/oxford_pets/yorkshire_terrier/yorkshire_terrier_188.jpg,yorkshire_terrier,dog,yorkshire_terrier_188
data/oxford_pets/yorkshire_terrier/yorkshire_terrier_14.jpg,yorkshire_terrier,dog,yorkshire_terrier_14
data/oxford_pets/leonberger/leonberger_18.jpg,leonberger,dog,leonberger_18
data/oxford_pets/american_bulldog/american_bulldog_182.jpg,american_bulldog,dog,american_bulldog_182
data/oxford_pets/scottish_terrier/scottish_terrier_113.jpg,scottish_terrier,dog,scottish_terrier_113
data/oxford_pets/yorkshire_terrier/yorkshire_terrier_174.jpg,yorkshire_terrier,dog,yorkshire_terrier_174
data/oxford_pets/english_cocker_spaniel/english_cocker_spaniel_155.jpg,english_cocker_spaniel,dog,english_cocker_spaniel_155
data/oxford_pets/sphynx/Sphynx_196.jpg,sphynx,cat,Sphynx_196
data/oxford_pets/miniature_pinscher/miniature_pinscher_153.jpg,miniature_pinscher,dog,miniature_pinscher_153
data/oxford_pets/english_cocker_spaniel/english_cocker_spaniel_173.jpg,english_cocker_spaniel,dog,english_cocker_spaniel_173
data/oxford_pets/abyssinian/Abyssinian_140.jpg,abyssinian,cat,Abyssinian_140
data/oxford_pets/japanese_chin/japanese_chin_112.jpg,japanese_chin,dog,japanese_chin_112
data/oxford_pets/birman/Birman_169.jpg,birman,cat,Birman_169
data/oxford_pets/havanese/havanese_137.jpg,havanese,dog,havanese_137
data/oxford_pets/newfoundland/newfoundland_170.jpg,newfoundland,dog,newfoundland_170
data/oxford_pets/persian/Persian_14.jpg,persian,cat,Persian_14
data/oxford_pets/wheaten_terrier/wheaten_terrier_152.jpg,wheaten_terrier,dog,wheaten_terrier_152
data/oxford_pets/chihuahua/chihuahua_178.jpg,chihuahua,dog,chihuahua_178
data/oxford_pets/great_pyrenees/great_pyrenees_151.jpg,great_pyrenees,dog,great_pyrenees_151
data/oxford_pets/boxer/boxer_165.jpg,boxer,dog,boxer_165
data/oxford_pets/beagle/beagle_188.jpg,beagle,dog,beagle_188
data/oxford_pets/staffordshire_bull_terrier/staffordshire_bull_terrier_194.jpg,staffordshire_bull_terrier,dog,staffordshire_bull_terrier_194
data/oxford_pets/yorkshire_terrier/yorkshire_terrier_127.jpg,yorkshire_terrier,dog,yorkshire_terrier_127
data/oxford_pets/wheaten_terrier/wheaten_terrier_117.jpg,wheaten_terrier,dog,wheaten_terrier_117
data/oxford_pets/german_shorthaired/german_shorthaired_158.jpg,german_shorthaired,dog,german_shorthaired_158
data/oxford_pets/yorkshire_terrier/yorkshire_terrier_183.jpg,yorkshire_terrier,dog,yorkshire_terrier_183
data/oxford_pets/pug/pug_117.jpg,pug,dog,pug_117
data/oxford_pets/miniature_pinscher/miniature_pinscher_167.jpg,miniature_pinscher,dog,miniature_pinscher_167
data/oxford_pets/basset_hound/basset_hound_179.jpg,basset_hound,dog,basset_hound_179
data/oxford_pets/beagle/beagle_117.jpg,beagle,dog,beagle_117
data/oxford_pets/beagle/beagle_13.jpg,beagle,dog,beagle_13
data/oxford_pets/british_shorthair/British_Shorthair_151.jpg,british_shorthair,cat,British_Shorthair_151
data/oxford_pets/ragdoll/Ragdoll_136.jpg,ragdoll,cat,Ragdoll_136
data/oxford_pets/russian_blue/Russian_Blue_13.jpg,russian_blue,cat,Russian_Blue_13
data/oxford_pets/keeshond/keeshond_128.jpg,keeshond,dog,keeshond_128
data/oxford_pets/japanese_chin/japanese_chin_144.jpg,japanese_chin,dog,japanese_chin_144
data/oxford_pets/saint_bernard/saint_bernard_116.jpg,saint_bernard,dog,saint_bernard_116
data/oxford_pets/japanese_chin/japanese_chin_128.jpg,japanese_chin,dog,japanese_chin_128
data/oxford_pets/shiba_inu/shiba_inu_109.jpg,shiba_inu,dog,shiba_inu_109
data/oxford_pets/british_shorthair/British_Shorthair_107.jpg,british_shorthair,cat,British_Shorthair_107
data/oxford_pets/wheaten_terrier/wheaten_terrier_165.jpg,wheaten_terrier,dog,wheaten_terrier_165
data/oxford_pets/leonberger/leonberger_135.jpg,leonberger,dog,leonberger_135
data/oxford_pets/ragdoll/Ragdoll_113.jpg,ragdoll,cat,Ragdoll_113
data/oxford_pets/sphynx/Sphynx_119.jpg,sphynx,cat,Sphynx_119
data/oxford_pets/boxer/boxer_143.jpg,boxer,dog,boxer_143
data/oxford_pets/chihuahua/chihuahua_131.jpg,chihuahua,dog,chihuahua_131
data/oxford_pets/british_shorthair/British_Shorthair_187.jpg,british_shorthair,cat,British_Shorthair_187
data/oxford_pets/samoyed/samoyed_139.jpg,samoyed,dog,samoyed_139
data/oxford_pets/english_cocker_spaniel/english_cocker_spaniel_16.jpg,english_cocker_spaniel,dog,english_cocker_spaniel_16
data/oxford_pets/siamese/Siamese_160.jpg,siamese,cat,Siamese_160
data/oxford_pets/scottish_terrier/scottish_terrier_103.jpg,scottish_terrier,dog,scottish_terrier_103
data/oxford_pets/havanese/havanese_174.jpg,havanese,dog,havanese_174
data/oxford_pets/russian_blue/Russian_Blue_123.jpg,russian_blue,cat,Russian_Blue_123
data/oxford_pets/english_setter/english_setter_132.jpg,english_setter,dog,english_setter_132
data/oxford_pets/shiba_inu/shiba_inu_115.jpg,shiba_inu,dog,shiba_inu_115
data/oxford_pets/english_setter/english_setter_152.jpg,english_setter,dog,english_setter_152
data/oxford_pets/bengal/Bengal_10.jpg,bengal,cat,Bengal_10
data/oxford_pets/birman/Birman_110.jpg,birman,cat,Birman_110
data/oxford_pets/ragdoll/Ragdoll_10.jpg,ragdoll,cat,Ragdoll_10
data/oxford_pets/persian/Persian_121.jpg,persian,cat,Persian_121
data/oxford_pets/german_shorthaired/german_shorthaired_159.jpg,german_shorthaired,dog,german_shorthaired_159
data/oxford_pets/ragdoll/Ragdoll_118.jpg,ragdoll,cat,Ragdoll_118
data/oxford_pets/great_pyrenees/great_pyrenees_137.jpg,great_pyrenees,dog,great_pyrenees_137
data/oxford_pets/persian/Persian_100.jpg,persian,cat,Persian_100
data/oxford_pets/american_pit_bull_terrier/american_pit_bull_terrier_167.jpg,american_pit_bull_terrier,dog,american_pit_bull_terrier_167
data/oxford_pets/english_cocker_spaniel/english_cocker_spaniel_159.jpg,english_cocker_spaniel,dog,english_cocker_spaniel_159
data/oxford_pets/maine_coon/Maine_Coon_219.jpg,maine_coon,cat,Maine_Coon_219
data/oxford_pets/great_pyrenees/great_pyrenees_102.jpg,great_pyrenees,dog,great_pyrenees_102
data/oxford_pets/pomeranian/pomeranian_169.jpg,pomeranian,dog,pomeranian_169
data/oxford_pets/ragdoll/Ragdoll_152.jpg,ragdoll,cat,Ragdoll_152
data/oxford_pets/scottish_terrier/scottish_terrier_172.jpg,scottish_terrier,dog,scottish_terrier_172
data/oxford_pets/samoyed/samoyed_175.jpg,samoyed,dog,samoyed_175
data/oxford_pets/havanese/havanese_14.jpg,havanese,dog,havanese_14
data/oxford_pets/siamese/Siamese_181.jpg,siamese,cat,Siamese_181
data/oxford_pets/pug/pug_133.jpg,pug,dog,pug_133
data/oxford_pets/bombay/Bombay_113.jpg,bombay,cat,Bombay_113
data/oxford_pets/havanese/havanese_158.jpg,havanese,dog,havanese_158
data/oxford_pets/havanese/havanese_171.jpg,havanese,dog,havanese_171
data/oxford_pets/ragdoll/Ragdoll_105.jpg,ragdoll,cat,Ragdoll_105
data/oxford_pets/wheaten_terrier/wheaten_terrier_102.jpg,wheaten_terrier,dog,wheaten_terrier_102
data/oxford_pets/sphynx/Sphynx_115.jpg,sphynx,cat,Sphynx_115
data/oxford_pets/basset_hound/basset_hound_178.jpg,basset_hound,dog,basset_hound_178
data/oxford_pets/staffordshire_bull_terrier/staffordshire_bull_terrier_121.jpg,staffordshire_bull_terrier,dog,staffordshire_bull_terrier_121
data/oxford_pets/staffordshire_bull_terrier/staffordshire_bull_terrier_185.jpg,staffordshire_bull_terrier,dog,staffordshire_bull_terrier_185
data/oxford_pets/beagle/beagle_141.jpg,beagle,dog,beagle_141
data/oxford_pets/ragdoll/Ragdoll_133.jpg,ragdoll,cat,Ragdoll_133
data/oxford_pets/wheaten_terrier/wheaten_terrier_129.jpg,wheaten_terrier,dog,wheaten_terrier_129
data/oxford_pets/leonberger/leonberger_103.jpg,leonberger,dog,leonberger_103
data/oxford_pets/american_bulldog/american_bulldog_199.jpg,american_bulldog,dog,american_bulldog_199
data/oxford_pets/english_cocker_spaniel/english_cocker_spaniel_132.jpg,english_cocker_spaniel,dog,english_cocker_spaniel_132
data/oxford_pets/leonberger/leonberger_148.jpg,leonberger,dog,leonberger_148
data/oxford_pets/scottish_terrier/scottish_terrier_189.jpg,scottish_terrier,dog,scottish_terrier_189
data/oxford_pets/pomeranian/pomeranian_184.jpg,pomeranian,dog,pomeranian_184
data/oxford_pets/pomeranian/pomeranian_181.jpg,pomeranian,dog,pomeranian_181
data/oxford_pets/ragdoll/Ragdoll_147.jpg,ragdoll,cat,Ragdoll_147
data/oxford_pets/bombay/Bombay_106.jpg,bombay,cat,Bombay_106
data/oxford_pets/english_cocker_spaniel/english_cocker_spaniel_184.jpg,english_cocker_spaniel,dog,english_cocker_spaniel_184
data/oxford_pets/abyssinian/Abyssinian_130.jpg,abyssinian,cat,Abyssinian_130
data/oxford_pets/miniature_pinscher/miniature_pinscher_190.jpg,miniature_pinscher,dog,miniature_pinscher_190
data/oxford_pets/abyssinian/Abyssinian_135.jpg,abyssinian,cat,Abyssinian_135
data/oxford_pets/keeshond/keeshond_111.jpg,keeshond,dog,keeshond_111
data/oxford_pets/maine_coon/Maine_Coon_152.jpg,maine_coon,cat,Maine_Coon_152
data/oxford_pets/staffordshire_bull_terrier/staffordshire_bull_terrier_100.jpg,staffordshire_bull_terrier,dog,staffordshire_bull_terrier_100
data/oxford_pets/newfoundland/newfoundland_180.jpg,newfoundland,dog,newfoundland_180
data/oxford_pets/newfoundland/newfoundland_142.jpg,newfoundland,dog,newfoundland_142
data/oxford_pets/maine_coon/Maine_Coon_208.jpg,maine_coon,cat,Maine_Coon_208
data/oxford_pets/british_shorthair/British_Shorthair_155.jpg,british_shorthair,cat,British_Shorthair_155
data/oxford_pets/shiba_inu/shiba_inu_161.jpg,shiba_inu,dog,shiba_inu_161
data/oxford_pets/samoyed/samoyed_133.jpg,samoyed,dog,samoyed_133
data/oxford_pets/staffordshire_bull_terrier/staffordshire_bull_terrier_138.jpg,staffordshire_bull_terrier,dog,staffordshire_bull_terrier_138
data/oxford_pets/beagle/beagle_111.jpg,beagle,dog,beagle_111
data/oxford_pets/wheaten_terrier/wheaten_terrier_114.jpg,wheaten_terrier,dog,wheaten_terrier_114
data/oxford_pets/scottish_terrier/scottish_terrier_18.jpg,scottish_terrier,dog,scottish_terrier_18
data/oxford_pets/abyssinian/Abyssinian_137.jpg,abyssinian,cat,Abyssinian_137
data/oxford_pets/wheaten_terrier/wheaten_terrier_141.jpg,wheaten_terrier,dog,wheaten_terrier_141
data/oxford_pets/keeshond/keeshond_178.jpg,keeshond,dog,keeshond_178
data/oxford_pets/pomeranian/pomeranian_170.jpg,pomeranian,dog,pomeranian_170
data/oxford_pets/american_pit_bull_terrier/american_pit_bull_terrier_175.jpg,american_pit_bull_terrier,dog,american_pit_bull_terrier_175
data/oxford_pets/miniature_pinscher/miniature_pinscher_104.jpg,miniature_pinscher,dog,miniature_pinscher_104
data/oxford_pets/staffordshire_bull_terrier/staffordshire_bull_terrier_192.jpg,staffordshire_bull_terrier,dog,staffordshire_bull_terrier_192
data/oxford_pets/japanese_chin/japanese_chin_185.jpg,japanese_chin,dog,japanese_chin_185
data/oxford_pets/scottish_terrier/scottish_terrier_141.jpg,scottish_terrier,dog,scottish_terrier_141
data/oxford_pets/english_cocker_spaniel/english_cocker_spaniel_17.jpg,english_cocker_spaniel,dog,english_cocker_spaniel_17
data/oxford_pets/pomeranian/pomeranian_136.jpg,pomeranian,dog,pomeranian_136
data/oxford_pets/samoyed/samoyed_154.jpg,samoyed,dog,samoyed_154
data/oxford_pets/staffordshire_bull_terrier/staffordshire_bull_terrier_186.jpg,staffordshire_bull_terrier,dog,staffordshire_bull_terrier_186
data/oxford_pets/newfoundland/newfoundland_118.jpg,newfoundland,dog,newfoundland_118
data/oxford_pets/bengal/Bengal_189.jpg,bengal,cat,Bengal_189
data/oxford_pets/russian_blue/Russian_Blue_162.jpg,russian_blue,cat,Russian_Blue_162
data/oxford_pets/scottish_terrier/scottish_terrier_136.jpg,scottish_terrier,dog,scottish_terrier_136
data/oxford_pets/beagle/beagle_155.jpg,beagle,dog,beagle_155
data/oxford_pets/birman/Birman_152.jpg,birman,cat,Birman_152
data/oxford_pets/japanese_chin/japanese_chin_148.jpg,japanese_chin,dog,japanese_chin_148
data/oxford_pets/pug/pug_109.jpg,pug,dog,pug_109
data/oxford_pets/samoyed/samoyed_103.jpg,samoyed,dog,samoyed_103
data/oxford_pets/abyssinian/Abyssinian_191.jpg,abyssinian,cat,Abyssinian_191
data/oxford_pets/russian_blue/Russian_Blue_117.jpg,russian_blue,cat,Russian_Blue_117
data/oxford_pets/boxer/boxer_190.jpg,boxer,dog,boxer_190
data/oxford_pets/american_bulldog/american_bulldog_102.jpg,american_bulldog,dog,american_bulldog_102
data/oxford_pets/shiba_inu/shiba_inu_186.jpg,shiba_inu,dog,shiba_inu_186
data/oxford_pets/siamese/Siamese_184.jpg,siamese,cat,Siamese_184
data/oxford_pets/pomeranian/pomeranian_168.jpg,pomeranian,dog,pomeranian_168
