image_id,breed,coarse,severity,drift,fine_pred,fine_correct,coarse_pred,coarse_correct,error_type
havanese_157,havanese,dog,0.3,0.0227,havanese,True,dog,True,correct
havanese_157,havanese,dog,0.4,0.023,havanese,True,dog,True,correct
havanese_157,havanese,dog,0.5,0.0253,havanese,True,dog,True,correct
havanese_157,havanese,dog,0.6,0.0311,havanese,True,dog,True,correct
havanese_157,havanese,dog,0.7,0.0406,havanese,True,dog,True,correct
havanese_157,havanese,dog,0.8,0.0471,havanese,True,dog,True,correct
havanese_157,havanese,dog,0.9,0.0579,havanese,True,dog,True,correct
havanese_157,havanese,dog,1.0,0.0666,havanese,True,dog,True,correct
german_shorthaired_132,german_shorthaired,dog,0.0,0.0,great_pyrenees,False,dog,True,within_superclass
german_shorthaired_132,german_shorthaired,dog,0.1,0.0364,american_bulldog,False,dog,True,within_superclass
german_shorthaired_132,german_shorthaired,dog,0.2,0.0569,american_bulldog,False,dog,True,within_superclass
german_shorthaired_132,german_shorthaired,dog,0.3,0.0722,american_bulldog,False,dog,True,within_superclass
german_shorthaired_132,german_shorthaired,dog,0.4,0.0801,american_bulldog,False,dog,True,within_superclass
german_shorthaired_132,german_shorthaired,dog,0.5,0.0865,american_bulldog,False,dog,True,within_superclass
german_shorthaired_132,german_shorthaired,dog,0.6,0.1108,american_bulldog,False,dog,True,within_superclass
german_shorthaired_132,german_shorthaired,dog,0.7,0.1188,american_bulldog,False,dog,True,within_superclass
german_shorthaired_132,german_shorthaired,dog,0.8,0.1115,american_bulldog,False,dog,True,within_superclass
german_shorthaired_132,german_shorthaired,dog,0.9,0.1475,american_bulldog,False,dog,True,within_superclass
german_shorthaired_132,german_shorthaired,dog,1.0,0.1565,american_bulldog,False,dog,True,within_superclass
basset_hound_161,basset_hound,dog,0.0,0.0,basset_hound,True,dog,True,correct
basset_hound_161,basset_hound,dog,0.1,0.043,basset_hound,True,dog,True,correct
basset_hound_161,basset_hound,dog,0.2,0.0579,basset_hound,True,dog,True,correct
basset_hound_161,basset_hound,dog,0.3,0.0688,basset_hound,True,dog,True,correct
basset_hound_161,basset_hound,dog,0.4,0.0735,basset_hound,True,dog,True,correct
basset_hound_161,basset_hound,dog,0.5,0.0817,basset_hound,True,dog,True,correct
basset_hound_161,basset_hound,dog,0.6,0.0811,basset_hound,True,dog,True,correct
basset_hound_161,basset_hound,dog,0.7,0.0858,basset_hound,True,dog,True,correct
basset_hound_161,basset_hound,dog,0.8,0.0961,basset_hound,True,dog,True,correct
basset_hound_161,basset_hound,dog,0.9,0.1155,basset_hound,True,dog,True,correct
basset_hound_161,basset_hound,dog,1.0,0.1069,basset_hound,True,dog,True,correct
boxer_12,boxer,dog,0.0,0.0,boxer,True,dog,True,correct
boxer_12,boxer,dog,0.1,0.0428,boxer,True,dog,True,correct
boxer_12,boxer,dog,0.2,0.0355,boxer,True,dog,True,correct
boxer_12,boxer,dog,0.3,0.0435,boxer,True,dog,True,correct
boxer_12,boxer,dog,0.4,0.0419,boxer,True,dog,True,correct
boxer_12,boxer,dog,0.5,0.0493,boxer,True,dog,True,correct
boxer_12,boxer,dog,0.6,0.0588,boxer,True,dog,True,correct
boxer_12,boxer,dog,0.7,0.0729,boxer,True,dog,True,correct
boxer_12,boxer,dog,0.8,0.0798,boxer,True,dog,True,correct
boxer_12,boxer,dog,0.9,0.0908,boxer,True,dog,True,correct
boxer_12,boxer,dog,1.0,0.1031,boxer,True,dog,True,correct
newfoundland_117,newfoundland,dog,0.0,0.0,newfoundland,True,dog,True,correct
newfoundland_117,newfoundland,dog,0.1,0.0539,newfoundland,True,dog,True,correct
newfoundland_117,newfoundland,dog,0.2,0.0889,newfoundland,True,dog,True,correct
newfoundland_117,newfoundland,dog,0.3,0.0853,newfoundland,True,dog,True,correct
newfoundland_117,newfoundland,dog,0.4,0.0917,newfoundland,True,dog,True,correct
newfoundland_117,newfoundland,dog,0.5,0.1091,newfoundland,True,dog,True,correct
newfoundland_117,newfoundland,dog,0.6,0.1279,newfoundland,True,dog,True,correct
newfoundland_117,newfoundland,dog,0.7,0.1183,newfoundland,True,dog,True,correct
newfoundland_117,newfoundland,dog,0.8,0.1326,newfoundland,True,dog,True,correct
newfoundland_117,newfoundland,dog,0.9,0.1432,newfoundland,True,dog,True,correct
newfoundland_117,newfoundland,dog,1.0,0.1316,newfoundland,True,dog,True,correct
leonberger_166,leonberger,dog,0.0,0.0,leonberger,True,dog,True,correct
leonberger_166,leonberger,dog,0.1,0.0176,leonberger,True,dog,True,correct
leonberger_166,leonberger,dog,0.2,0.0244,leonberger,True,dog,True,correct
leonberger_166,leonberger,dog,0.3,0.0286,leonberger,True,dog,True,correct
leonberger_166,leonberger,dog,0.4,0.0521,leonberger,True,dog,True,correct
leonberger_166,leonberger,dog,0.5,0.0485,leonberger,True,dog,True,correct
leonberger_166,leonberger,dog,0.6,0.0622,leonberger,True,dog,True,correct
leonberger_166,leonberger,dog,0.7,0.103,leonberger,True,dog,True,correct
leonberger_166,leonberger,dog,0.8,0.0926,leonberger,True,dog,True,correct
leonberger_166,leonberger,dog,0.9,0.1057,leonberger,True,dog,True,correct
leonberger_166,leonberger,dog,1.0,0.1018,leonberger,True,dog,True,correct
pug_123,pug,dog,0.0,0.0,pug,True,dog,True,correct
pug_123,pug,dog,0.1,0.0253,pug,True,dog,True,correct
pug_123,pug,dog,0.2,0.0474,pug,True,dog,True,correct
pug_123,pug,dog,0.3,0.061,pug,True,dog,True,correct
pug_123,pug,dog,0.4,0.0919,pug,True,dog,True,correct
pug_123,pug,dog,0.5,0.0856,pug,True,dog,True,correct
pug_123,pug,dog,0.6,0.0964,pug,True,dog,True,correct
pug_123,pug,dog,0.7,0.1073,pug,True,dog,True,correct
pug_123,pug,dog,0.8,0.1377,pug,True,dog,True,correct
pug_123,pug,dog,0.9,0.1203,pug,True,dog,True,correct
pug_123,pug,dog,1.0,0.1283,pug,True,dog,True,correct
boxer_159,boxer,dog,0.0,0.0,boxer,True,dog,True,correct
boxer_159,boxer,dog,0.1,0.058,boxer,True,dog,True,correct
boxer_159,boxer,dog,0.2,0.0699,boxer,True,dog,True,correct
boxer_159,boxer,dog,0.3,0.0748,boxer,True,dog,True,correct
boxer_159,boxer,dog,0.4,0.1005,boxer,True,dog,True,correct
boxer_159,boxer,dog,0.5,0.1223,boxer,True,dog,True,correct
boxer_159,boxer,dog,0.6,0.1415,boxer,True,dog,True,correct
boxer_159,boxer,dog,0.7,0.1522,boxer,True,dog,True,correct
boxer_159,boxer,dog,0.8,0.1599,boxer,True,dog,True,correct
boxer_159,boxer,dog,0.9,0.1846,boxer,True,dog,True,correct
boxer_159,boxer,dog,1.0,0.1767,boxer,True,dog,True,correct
British_Shorthair_100,british_shorthair,cat,0.0,0.0,british_shorthair,True,cat,True,correct
British_Shorthair_100,british_shorthair,cat,0.1,0.0515,british_shorthair,True,cat,True,correct
British_Shorthair_100,british_shorthair,cat,0.2,0.0438,british_shorthair,True,cat,True,correct
British_Shorthair_100,british_shorthair,cat,0.3,0.0506,british_shorthair,True,cat,True,correct
British_Shorthair_100,british_shorthair,cat,0.4,0.0872,british_shorthair,True,cat,True,correct
British_Shorthair_100,british_shorthair,cat,0.5,0.0985,british_shorthair,True,cat,True,correct
British_Shorthair_100,british_shorthair,cat,0.6,0.1038,british_shorthair,True,cat,True,correct
British_Shorthair_100,british_shorthair,cat,0.7,0.1496,british_shorthair,True,cat,True,correct
British_Shorthair_100,british_shorthair,cat,0.8,0.1242,british_shorthair,True,cat,True,correct
British_Shorthair_100,british_shorthair,cat,0.9,0.1442,british_shorthair,True,cat,True,correct
British_Shorthair_100,british_shorthair,cat,1.0,0.1856,british_shorthair,True,cat,True,correct
english_cocker_spaniel_115,english_cocker_spaniel,dog,0.0,0.0,english_cocker_spaniel,True,dog,True,correct
english_cocker_spaniel_115,english_cocker_spaniel,dog,0.1,0.0209,english_cocker_spaniel,True,dog,True,correct
english_cocker_spaniel_115,english_cocker_spaniel,dog,0.2,0.0365,english_cocker_spaniel,True,dog,True,correct
english_cocker_spaniel_115,english_cocker_spaniel,dog,0.3,0.0389,english_cocker_spaniel,True,dog,True,correct
english_cocker_spaniel_115,english_cocker_spaniel,dog,0.4,0.0578,english_cocker_spaniel,True,dog,True,correct
english_cocker_spaniel_115,english_cocker_spaniel,dog,0.5,0.0702,english_cocker_spaniel,True,dog,True,correct
english_cocker_spaniel_115,english_cocker_spaniel,dog,0.6,0.0796,english_cocker_spaniel,True,dog,True,correct
english_cocker_spaniel_115,english_cocker_spaniel,dog,0.7,0.1034,english_cocker_spaniel,True,dog,True,correct
english_cocker_spaniel_115,english_cocker_spaniel,dog,0.8,0.1342,english_cocker_spaniel,True,dog,True,correct
english_cocker_spaniel_115,english_cocker_spaniel,dog,0.9,0.1666,english_cocker_spaniel,True,dog,True,correct
english_cocker_spaniel_115,english_cocker_spaniel,dog,1.0,0.1599,english_cocker_spaniel,True,dog,True,correct
British_Shorthair_179,british_shorthair,cat,0.0,0.0,british_shorthair,True,cat,True,correct
British_Shorthair_179,british_shorthair,cat,0.1,0.0164,british_shorthair,True,cat,True,correct
British_Shorthair_179,british_shorthair,cat,0.2,0.0208,british_shorthair,True,cat,True,correct
British_Shorthair_179,british_shorthair,cat,0.3,0.0303,british_shorthair,True,cat,True,correct
British_Shorthair_179,british_shorthair,cat,0.4,0.0584,british_shorthair,True,cat,True,correct
British_Shorthair_179,british_shorthair,cat,0.5,0.047,british_shorthair,True,cat,True,correct
British_Shorthair_179,british_shorthair,cat,0.6,0.0718,russian_blue,False,cat,True,within_superclass
British_Shorthair_179,british_shorthair,cat,0.7,0.055,british_shorthair,True,cat,True,correct
British_Shorthair_179,british_shorthair,cat,0.8,0.0909,british_shorthair,True,cat,True,correct
British_Shorthair_179,british_shorthair,cat,0.9,0.0985,british_shorthair,True,cat,True,correct
British_Shorthair_179,british_shorthair,cat,1.0,0.1087,british_shorthair,True,cat,True,correct
american_bulldog_124,american_bulldog,dog,0.0,0.0,american_bulldog,True,dog,True,correct
american_bulldog_124,american_bulldog,dog,0.1,0.0215,american_pit_bull_terrier,False,dog,True,within_superclass
american_bulldog_124,american_bulldog,dog,0.2,0.0268,american_bulldog,True,dog,True,correct
american_bulldog_124,american_bulldog,dog,0.3,0.0334,american_pit_bull_terrier,False,dog,True,within_superclass
american_bulldog_124,american_bulldog,dog,0.4,0.0427,american_pit_bull_terrier,False,dog,True,within_superclass
american_bulldog_124,american_bulldog,dog,0.5,0.0516,american_bulldog,True,dog,True,correct
american_bulldog_124,american_bulldog,dog,0.6,0.0589,american_pit_bull_terrier,False,dog,True,within_superclass
american_bulldog_124,american_bulldog,dog,0.7,0.0936,american_pit_bull_terrier,False,dog,True,within_superclass
american_bulldog_124,american_bulldog,dog,0.8,0.0927,american_pit_bull_terrier,False,dog,True,within_superclass
american_bulldog_124,american_bulldog,dog,0.9,0.1071,american_pit_bull_terrier,False,dog,True,within_superclass
american_bulldog_124,american_bulldog,dog,1.0,0.1007,american_pit_bull_terrier,False,dog,True,within_superclass
Siamese_167,siamese,cat,0.0,0.0,siamese,True,cat,True,correct
Siamese_167,siamese,cat,0.1,0.016,siamese,True,cat,True,correct
Siamese_167,siamese,cat,0.2,0.0166,siamese,True,cat,True,correct
Siamese_167,siamese,cat,0.3,0.0233,siamese,True,cat,True,correct
Siamese_167,siamese,cat,0.4,0.0255,siamese,True,cat,True,correct
Siamese_167,siamese,cat,0.5,0.0306,siamese,True,cat,True,correct
Siamese_167,siamese,cat,0.6,0.0429,siamese,True,cat,True,correct
Siamese_167,siamese,cat,0.7,0.0487,siamese,True,cat,True,correct
Siamese_167,siamese,cat,0.8,0.0648,siamese,True,cat,True,correct
Siamese_167,siamese,cat,0.9,0.0797,siamese,True,cat,True,correct
Siamese_167,siamese,cat,1.0,0.0784,siamese,True,cat,True,correct
newfoundland_135,newfoundland,dog,0.0,0.0,newfoundland,True,dog,True,correct
newfoundland_135,newfoundland,dog,0.1,0.0274,newfoundland,True,dog,True,correct
newfoundland_135,newfoundland,dog,0.2,0.0332,newfoundland,True,dog,True,correct
newfoundland_135,newfoundland,dog,0.3,0.0407,newfoundland,True,dog,True,correct
newfoundland_135,newfoundland,dog,0.4,0.06,newfoundland,True,dog,True,correct
newfoundland_135,newfoundland,dog,0.5,0.0507,newfoundland,True,dog,True,correct
newfoundland_135,newfoundland,dog,0.6,0.074,newfoundland,True,dog,True,correct
newfoundland_135,newfoundland,dog,0.7,0.0645,newfoundland,True,dog,True,correct
newfoundland_135,newfoundland,dog,0.8,0.0833,newfoundland,True,dog,True,correct
newfoundland_135,newfoundland,dog,0.9,0.0959,newfoundland,True,dog,True,correct
newfoundland_135,newfoundland,dog,1.0,0.1082,newfoundland,True,dog,True,correct
german_shorthaired_176,german_shorthaired,dog,0.0,0.0,german_shorthaired,True,dog,True,correct
german_shorthaired_176,german_shorthaired,dog,0.1,0.0198,american_pit_bull_terrier,False,dog,True,within_superclass
german_shorthaired_176,german_shorthaired,dog,0.2,0.0267,german_shorthaired,True,dog,True,correct
german_shorthaired_176,german_shorthaired,dog,0.3,0.0409,german_shorthaired,True,dog,True,correct
german_shorthaired_176,german_shorthaired,dog,0.4,0.0455,german_shorthaired,True,dog,True,correct
german_shorthaired_176,german_shorthaired,dog,0.5,0.0763,german_shorthaired,True,dog,True,correct
german_shorthaired_176,german_shorthaired,dog,0.6,0.0922,american_pit_bull_terrier,False,dog,True,within_superclass
german_shorthaired_176,german_shorthaired,dog,0.7,0.1265,german_shorthaired,True,dog,True,correct
german_shorthaired_176,german_shorthaired,dog,0.8,0.118,german_shorthaired,True,dog,True,correct
german_shorthaired_176,german_shorthaired,dog,0.9,0.1732,german_shorthaired,True,dog,True,correct
german_shorthaired_176,german_shorthaired,dog,1.0,0.1512,german_shorthaired,True,dog,True,correct
British_Shorthair_189,british_shorthair,cat,0.0,0.0,british_shorthair,True,cat,True,correct
British_Shorthair_189,british_shorthair,cat,0.1,0.0224,british_shorthair,True,cat,True,correct
British_Shorthair_189,british_shorthair,cat,0.2,0.0183,british_shorthair,True,cat,True,correct
British_Shorthair_189,british_shorthair,cat,0.3,0.0235,british_shorthair,True,cat,True,correct
British_Shorthair_189,british_shorthair,cat,0.4,0.0377,british_shorthair,True,cat,True,correct
British_Shorthair_189,british_shorthair,cat,0.5,0.0388,british_shorthair,True,cat,True,correct
British_Shorthair_189,british_shorthair,cat,0.6,0.0528,british_shorthair,True,cat,True,correct
British_Shorthair_189,british_shorthair,cat,0.7,0.0596,british_shorthair,True,cat,True,correct
British_Shorthair_189,british_shorthair,cat,0.8,0.0812,british_shorthair,True,cat,True,correct
British_Shorthair_189,british_shorthair,cat,0.9,0.1162,british_shorthair,True,cat,True,correct
British_Shorthair_189,british_shorthair,cat,1.0,0.1221,british_shorthair,True,cat,True,correct
american_bulldog_14,american_bulldog,dog,0.0,0.0,american_bulldog,True,dog,True,correct
american_bulldog_14,american_bulldog,dog,0.1,0.025,american_bulldog,True,dog,True,correct
american_bulldog_14,american_bulldog,dog,0.2,0.0116,american_bulldog,True,dog,True,correct
american_bulldog_14,american_bulldog,dog,0.3,0.0243,american_bulldog,True,dog,True,correct
american_bulldog_14,american_bulldog,dog,0.4,0.0464,american_bulldog,True,dog,True,correct
american_bulldog_14,american_bulldog,dog,0.5,0.0343,american_bulldog,True,dog,True,correct
american_bulldog_14,american_bulldog,dog,0.6,0.0505,american_bulldog,True,dog,True,correct
american_bulldog_14,american_bulldog,dog,0.7,0.0526,american_bulldog,True,dog,True,correct
american_bulldog_14,american_bulldog,dog,0.8,0.0577,american_bulldog,True,dog,True,correct
american_bulldog_14,american_bulldog,dog,0.9,0.0841,american_bulldog,True,dog,True,correct
american_bulldog_14,american_bulldog,dog,1.0,0.0717,american_bulldog,True,dog,True,correct
Sphynx_202,sphynx,cat,0.0,0.0,sphynx,True,cat,True,correct
Sphynx_202,sphynx,cat,0.1,0.0199,sphynx,True,cat,True,correct
Sphynx_202,sphynx,cat,0.2,0.0411,sphynx,True,cat,True,correct
Sphynx_202,sphynx,cat,0.3,0.0569,sphynx,True,cat,True,correct
Sphynx_202,sphynx,cat,0.4,0.0701,sphynx,True,cat,True,correct
Sphynx_202,sphynx,cat,0.5,0.0843,sphynx,True,cat,True,correct
Sphynx_202,sphynx,cat,0.6,0.1198,abyssinian,False,cat,True,within_superclass
Sphynx_202,sphynx,cat,0.7,0.1347,sphynx,True,cat,True,correct
Sphynx_202,sphynx,cat,0.8,0.1396,sphynx,True,cat,True,correct
Sphynx_202,sphynx,cat,0.9,0.1712,egyptian_mau,False,cat,True,within_superclass
Sphynx_202,sphynx,cat,1.0,0.1851,sphynx,True,cat,True,correct
miniature_pinscher_160,miniature_pinscher,dog,0.0,0.0,miniature_pinscher,True,dog,True,correct
miniature_pinscher_160,miniature_pinscher,dog,0.1,0.036,miniature_pinscher,True,dog,True,correct
miniature_pinscher_160,miniature_pinscher,dog,0.2,0.0408,miniature_pinscher,True,dog,True,correct
miniature_pinscher_160,miniature_pinscher,dog,0.3,0.0476,miniature_pinscher,True,dog,True,correct
miniature_pinscher_160,miniature_pinscher,dog,0.4,0.0613,miniature_pinscher,True,dog,True,correct
miniature_pinscher_160,miniature_pinscher,dog,0.5,0.096,miniature_pinscher,True,dog,True,correct
miniature_pinscher_160,miniature_pinscher,dog,0.6,0.1086,miniature_pinscher,True,dog,True,correct
miniature_pinscher_160,miniature_pinscher,dog,0.7,0.0979,miniature_pinscher,True,dog,True,correct
miniature_pinscher_160,miniature_pinscher,dog,0.8,0.1194,miniature_pinscher,True,dog,True,correct
miniature_pinscher_160,miniature_pinscher,dog,0.9,0.1578,miniature_pinscher,True,dog,True,correct
miniature_pinscher_160,miniature_pinscher,dog,1.0,0.1552,miniature_pinscher,True,dog,True,correct
wheaten_terrier_142,wheaten_terrier,dog,0.0,0.0,wheaten_terrier,True,dog,True,correct
wheaten_terrier_142,wheaten_terrier,dog,0.1,0.0507,wheaten_terrier,True,dog,True,correct
wheaten_terrier_142,wheaten_terrier,dog,0.2,0.0572,wheaten_terrier,True,dog,True,correct
wheaten_terrier_142,wheaten_terrier,dog,0.3,0.0632,wheaten_terrier,True,dog,True,correct
wheaten_terrier_142,wheaten_terrier,dog,0.4,0.0737,wheaten_terrier,True,dog,True,correct
wheaten_terrier_142,wheaten_terrier,dog,0.5,0.068,wheaten_terrier,True,dog,True,correct
wheaten_terrier_142,wheaten_terrier,dog,0.6,0.0799,wheaten_terrier,True,dog,True,correct
wheaten_terrier_142,wheaten_terrier,dog,0.7,0.1013,wheaten_terrier,True,dog,True,correct
wheaten_terrier_142,wheaten_terrier,dog,0.8,0.089,wheaten_terrier,True,dog,True,correct
wheaten_terrier_142,wheaten_terrier,dog,0.9,0.1063,wheaten_terrier,True,dog,True,correct
wheaten_terrier_142,wheaten_terrier,dog,1.0,0.1043,wheaten_terrier,True,dog,True,correct
Birman_108,birman,cat,0.0,0.0,birman,True,cat,True,correct
Birman_108,birman,cat,0.1,0.0343,birman,True,cat,True,correct
Birman_108,birman,cat,0.2,0.0425,ragdoll,False,cat,True,within_superclass
Birman_108,birman,cat,0.3,0.0497,ragdoll,False,cat,True,within_superclass
Birman_108,birman,cat,0.4,0.074,ragdoll,False,cat,True,within_superclass
Birman_108,birman,cat,0.5,0.0835,birman,True,cat,True,correct
Birman_108,birman,cat,0.6,0.1042,ragdoll,False,cat,True,within_superclass
Birman_108,birman,cat,0.7,0.0968,ragdoll,False,cat,True,within_superclass
Birman_108,birman,cat,0.8,0.112,ragdoll,False,cat,True,within_superclass
Birman_108,birman,cat,0.9,0.104,ragdoll,False,cat,True,within_superclass
Birman_108,birman,cat,1.0,0.1095,siamese,False,cat,True,within_superclass
Ragdoll_18,ragdoll,cat,0.0,0.0,birman,False,cat,True,within_superclass
Ragdoll_18,ragdoll,cat,0.1,0.0304,birman,False,cat,True,within_superclass
Ragdoll_18,ragdoll,cat,0.2,0.0453,birman,False,cat,True,within_superclass
Ragdoll_18,ragdoll,cat,0.3,0.053,birman,False,cat,True,within_superclass
Ragdoll_18,ragdoll,cat,0.4,0.0772,birman,False,cat,True,within_superclass
Ragdoll_18,ragdoll,cat,0.5,0.0763,birman,False,cat,True,within_superclass
Ragdoll_18,ragdoll,cat,0.6,0.1009,birman,False,cat,True,within_superclass
Ragdoll_18,ragdoll,cat,0.7,0.1258,birman,False,cat,True,within_superclass
Ragdoll_18,ragdoll,cat,0.8,0.1018,birman,False,cat,True,within_superclass
Ragdoll_18,ragdoll,cat,0.9,0.1305,birman,False,cat,True,within_superclass
Ragdoll_18,ragdoll,cat,1.0,0.1254,birman,False,cat,True,within_superclass
leonberger_151,leonberger,dog,0.0,0.0,leonberger,True,dog,True,correct
leonberger_151,leonberger,dog,0.1,0.0188,leonberger,True,dog,True,correct
leonberger_151,leonberger,dog,0.2,0.0239,leonberger,True,dog,True,correct
leonberger_151,leonberger,dog,0.3,0.0443,leonberger,True,dog,True,correct
leonberger_151,leonberger,dog,0.4,0.0586,leonberger,True,dog,True,correct
leonberger_151,leonberger,dog,0.5,0.0633,leonberger,True,dog,True,correct
leonberger_151,leonberger,dog,0.6,0.084,leonberger,True,dog,True,correct
leonberger_151,leonberger,dog,0.7,0.079,leonberger,True,dog,True,correct
leonberger_151,leonberger,dog,0.8,0.0977,leonberger,True,dog,True,correct
leonberger_151,leonberger,dog,0.9,0.1104,leonberger,True,dog,True,correct
leonberger_151,leonberger,dog,1.0,0.1115,leonberger,True,dog,True,correct
keeshond_148,keeshond,dog,0.0,0.0,keeshond,True,dog,True,correct
keeshond_148,keeshond,dog,0.1,0.0295,keeshond,True,dog,True,correct
keeshond_148,keeshond,dog,0.2,0.0257,keeshond,True,dog,True,correct
keeshond_148,keeshond,dog,0.3,0.0259,keeshond,True,dog,True,correct
keeshond_148,keeshond,dog,0.4,0.032,keeshond,True,dog,True,correct
keeshond_148,keeshond,dog,0.5,0.0491,keeshond,True,dog,True,correct
keeshond_148,keeshond,dog,0.6,0.0528,keeshond,True,dog,True,correct
keeshond_148,keeshond,dog,0.7,0.0531,keeshond,True,dog,True,correct
keeshond_148,keeshond,dog,0.8,0.0602,keeshond,True,dog,True,correct
keeshond_148,keeshond,dog,0.9,0.0601,keeshond,True,dog,True,correct
keeshond_148,keeshond,dog,1.0,0.0819,keeshond,True,dog,True,correct
great_pyrenees_167,great_pyrenees,dog,0.0,0.0,great_pyrenees,True,dog,True,correct
great_pyrenees_167,great_pyrenees,dog,0.1,0.0363,great_pyrenees,True,dog,True,correct
great_pyrenees_167,great_pyrenees,dog,0.2,0.0334,great_pyrenees,True,dog,True,correct
great_pyrenees_167,great_pyrenees,dog,0.3,0.0384,great_pyrenees,True,dog,True,correct
great_pyrenees_167,great_pyrenees,dog,0.4,0.0766,great_pyrenees,True,dog,True,correct
great_pyrenees_167,great_pyrenees,dog,0.5,0.0964,great_pyrenees,True,dog,True,correct
great_pyrenees_167,great_pyrenees,dog,0.6,0.1092,english_cocker_spaniel,False,dog,True,within_superclass
great_pyrenees_167,great_pyrenees,dog,0.7,0.1229,english_cocker_spaniel,False,dog,True,within_superclass
great_pyrenees_167,great_pyrenees,dog,0.8,0.1182,great_pyrenees,True,dog,True,correct
great_pyrenees_167,great_pyrenees,dog,0.9,0.1078,great_pyrenees,True,dog,True,correct
great_pyrenees_167,great_pyrenees,dog,1.0,0.1364,great_pyrenees,True,dog,True,correct
chihuahua_166,chihuahua,dog,0.0,0.0,miniature_pinscher,False,dog,True,within_superclass
chihuahua_166,chihuahua,dog,0.1,0.0444,miniature_pinscher,False,dog,True,within_superclass
chihuahua_166,chihuahua,dog,0.2,0.0768,miniature_pinscher,False,dog,True,within_superclass
chihuahua_166,chihuahua,dog,0.3,0.0936,miniature_pinscher,False,dog,True,within_superclass
chihuahua_166,chihuahua,dog,0.4,0.0926,miniature_pinscher,False,dog,True,within_superclass
chihuahua_166,chihuahua,dog,0.5,0.0949,miniature_pinscher,False,dog,True,within_superclass
chihuahua_166,chihuahua,dog,0.6,0.1231,miniature_pinscher,False,dog,True,within_superclass
chihuahua_166,chihuahua,dog,0.7,0.124,miniature_pinscher,False,dog,True,within_superclass
chihuahua_166,chihuahua,dog,0.8,0.1217,miniature_pinscher,False,dog,True,within_superclass
chihuahua_166,chihuahua,dog,0.9,0.1566,miniature_pinscher,False,dog,True,within_superclass
chihuahua_166,chihuahua,dog,1.0,0.1991,chihuahua,True,dog,True,correct
pomeranian_10,pomeranian,dog,0.0,0.0,pomeranian,True,dog,True,correct
pomeranian_10,pomeranian,dog,0.1,0.0472,pomeranian,True,dog,True,correct
